masp;admissao;nome_servidor;cpf;situacao_funcional;carreira
11445558;2;Eduardo Ferreira;4482549179;1;8
10893816;5;Vitór Cunha;4482549180;1;8
14937973;1;Alex Cavalcanti;4482549181;1;8
14938989;1;Douglas Rodrigues;4482549182;1;8
14710891;1;Julieta Melo;4482549183;1;8
14887376;1;Melissa Barros;4482549184;1;8
14963326;1;Júlia Santos;4482549185;1;8
15176027;1;Thiago Barros;4482549186;1;8
13667357;3;Bruna Alves;4482549187;1;8
15122088;1;Isabelle Cardoso;4482549188;1;8
13865803;3;Thaís Alves;4482549189;1;8
15137003;1;Julia Rodrigues;4482549190;1;8
14803225;3;Gustavo Almeida;4482549191;1;8
15068091;1;Vinicius Pereira;4482549192;1;8
14180160;5;Matilde Santos;4482549193;1;8
14616932;3;Nicole Rodrigues;4482549194;1;8
14616932;2;Caio Castro;4482549195;1;8
14133995;5;Luana Rodrigues;4482549196;1;8
15125024;1;Tiago Rodrigues;4482549197;1;8
14436505;1;Beatrice Barbosa;4482549198;1;8
15031073;1;Bruna Barros;4482549199;1;8
14880132;1;Luís Lima;4482549200;1;8
13861885;3;Martim Goncalves;4482549201;1;8
15122997;1;Emilly Carvalho;4482549202;1;8
14931125;1;Aline Souza;4482549203;1;8
14710503;2;Carlos Ferreira;4482549204;1;8
14616916;5;Tomás Almeida;4482549205;1;8
14616916;3;Letícia Almeida;4482549206;1;8
15123458;1;Fernanda Barbosa;4482549207;1;8
15118698;1;Felipe Dias;4482549208;1;8
14928949;1;Manuela Martins;4482549209;1;8
13345285;3;Clara Alves;4482549210;1;8
13305222;3;Melissa Ferreira;4482549211;1;8
14883144;6;Paulo Gomes;4482549212;1;8
14883144;5;Emilly Correia;4482549213;1;8
15082662;1;Gabrielly Souza;4482549214;1;8
15082662;2;Aline Santos;4482549215;0;8
14576482;1;Nicolas Pereira;4482549216;1;8
14459747;2;Fernanda Correia;4482549217;1;8
11590064;3;Rafaela Carvalho;4482549218;1;8
14884068;1;Julieta Souza;4482549219;1;8
13822911;1;Marisa Alves;4482549220;1;8
13963970;2;Tiago Pinto;4482549221;1;8
14436562;1;Tânia Dias;4482549222;1;8
15118755;1;Carla Oliveira;4482549223;1;8
14946875;2;Clara Araujo;4482549224;1;8
11870813;5;Rebeca Souza;4482549225;1;8
12506242;1;Rodrigo Oliveira;4482549226;1;8
14422281;3;Luan Cunha;4482549227;1;8
14938385;1;Isabela Pinto;4482549228;1;8
14934376;1;Isabella Goncalves;4482549229;1;8
14710529;2;Leila Gomes;4482549230;1;8
14928931;1;Leonor Ribeiro;4482549231;1;8
15321821;1;Camila Costa;4482549232;0;8
14514640;1;Clara Silva;4482549233;1;8
15074156;1;Bruna Rodrigues;4482549234;1;8
14819320;1;Antônio Rocha;4482549235;1;8
14051858;3;Isabelle Ferreira;4482549236;1;8
14932727;1;Pedro Pereira;4482549237;1;8
14930440;3;Vinícius Fernandes;4482549238;1;8
14930440;1;Beatriz Cavalcanti;4482549239;1;8
14874275;1;Manuela Lima;4482549240;1;8
12887527;2;Tânia Costa;4482549241;1;8
14723514;2;Isabela Dias;4482549242;1;8
14639025;1;Julia Melo;4482549243;1;8
15336035;1;José Pereira;4482549244;1;8
15272669;1;Vinícius Ferreira;4482549245;1;8
14593701;1;Kaua Martins;4482549246;1;8
14639561;2;Luiza Pereira;4482549247;1;8
13804448;2;Bianca Martins;4482549248;1;8
13804448;1;Rafael Martins;4482549249;1;8
14850630;3;Alice Almeida;4482549250;1;8
14950422;1;Ryan Silva;4482549251;1;8
14680144;2;Nicolas Carvalho;4482549252;1;8
11672821;3;Leonor Rodrigues;4482549253;1;8
14890438;2;Otávio Lima;4482549254;1;8
14156731;3;Pedro Cavalcanti;4482549255;1;8
14932743;2;Vitór Ribeiro;4482549256;1;8
14932743;1;Enzo Lima;4482549257;1;8
14880579;2;Diogo Oliveira;4482549258;1;8
15105216;1;Luana Costa;4482549259;1;8
14149520;2;Breno Dias;4482549260;1;8
14963318;2;Luan Gomes;4482549261;1;8
14963318;1;Laura Goncalves;4482549262;1;8
15165830;1;Beatriz Silva;4482549263;1;8
15123078;1;Isabelle Ferreira;4482549264;1;8
14864524;2;Miguel Correia;4482549265;1;8
14616130;3;Letícia Almeida;4482549266;1;8
14616130;2;Beatrice Cardoso;4482549267;1;8
13641600;2;Lara Dias;4482549268;1;8
14115315;2;Cauã Lima;4482549269;1;8
14824023;1;Laura Silva;4482549270;1;8
13665021;3;Julieta Almeida;4482549271;1;8
14710933;3;Danilo Santos;4482549272;1;8
13630793;3;Kai Martins;4482549273;1;8
15058779;1;Samuel Cavalcanti;4482549274;1;8
14616221;3;Camila Lima;4482549275;1;8
13615216;2;Clara Pinto;4482549276;1;8
14661888;3;Carla Costa;4482549277;1;8
14973069;2;Isabela Cardoso;4482549278;1;8
14973069;1;Marina Rodrigues;4482549279;1;8
15082993;1;Tiago Araujo;4482549280;1;8
15269517;1;Gabriel Dias;4482549281;1;8
14932776;1;Giovanna Ferreira;4482549282;1;8
14920532;2;Isabela Lima;4482549283;1;8
15335722;1;Renan Dias;4482549284;1;8
12111043;2;Beatrice Ribeiro;4482549285;1;8
15031792;1;Antônio Azevedo;4482549286;1;8
15117682;1;Igor Cavalcanti;4482549287;1;8
15146897;1;João Costa;4482549288;1;8
12697280;4;Vinícius Cavalcanti;4482549289;1;8
15038870;1;Luís Alves;4482549290;1;8
14800825;1;Letícia Oliveira;4482549291;1;8
14340293;4;Fernanda Alves;4482549292;1;8
14757967;3;Carla Gomes;4482549293;1;8
15235070;1;Eduarda Gomes;4482549294;1;8
14052534;2;Carolina Almeida;4482549295;1;8
14884506;1;Kaua Pinto;4482549296;1;8
14637219;3;Fábio Barros;4482549297;1;8
13371380;2;Anna Rocha;4482549298;1;8
15130511;1;Luana Azevedo;4482549299;1;8
13030747;3;Kai Silva;4482549300;1;8
14894208;2;Júlio Rodrigues;4482549301;1;8
14558662;2;Giovana Almeida;4482549302;1;8
15307580;1;Sarah Sousa;4482549303;1;8
15124407;1;Kauan Azevedo;4482549304;1;8
11012168;4;Enzo Dias;4482549305;1;8
14932784;1;Daniel Castro;4482549306;1;8
14946578;3;Vitoria Cunha;4482549307;1;8
14896542;3;Kauan Rodrigues;4482549308;1;8
14831143;2;Guilherme Rodrigues;4482549309;1;8
15250442;1;Julieta Pinto;4482549310;1;9
15157472;1;Vinicius Carvalho;4482549311;1;9
14639678;1;Gabriel Dias;4482549312;1;9
15118797;1;Leonor Oliveira;4482549313;1;9
14892723;3;Rafael Pinto;4482549314;1;9
13461215;2;Vitoria Correia;4482549315;1;9
14943518;2;Igor Cardoso;4482549316;1;9
14846695;1;Daniel Cardoso;4482549317;1;9
15031065;1;Júlia Correia;4482549318;1;9
14894059;3;Lavinia Correia;4482549319;1;9
14894059;2;Beatrice Silva;4482549320;1;9
15070881;1;Camila Rocha;4482549321;1;9
14938963;1;Samuel Souza;4482549322;1;9
14884530;1;Matilde Cunha;4482549323;1;9
14052633;2;Luiz Rodrigues;4482549324;1;9
15105505;1;Murilo Cardoso;4482549325;1;9
14767859;2;Luana Barbosa;4482549326;1;9
11804895;3;Aline Barbosa;4482549327;1;9
14802128;4;Maria Sousa;4482549328;1;9
14932800;1;Melissa Azevedo;4482549329;1;9
12329991;1;Brenda Correia;4482549330;0;9
15289663;1;Julieta Dias;4482549331;1;9
14627749;2;Luiza Cunha;4482549332;1;9
14883524;4;José Almeida;4482549333;1;9
15074180;1;Júlio Souza;4482549334;1;9
15336415;1;Júlia Rodrigues;4482549335;1;9
15164981;1;Sophia Barbosa;4482549336;1;9
14790539;1;Beatrice Dias;4482549337;1;9
14376628;1;Rafael Ribeiro;4482549338;1;9
14970909;2;Marina Carvalho;4482549339;1;9
15273527;1;Rafael Rocha;4482549340;1;9
14680292;1;Eduarda Rocha;4482549341;1;9
14460307;2;Leonardo Oliveira;4482549342;1;9
14925952;1;Luis Carvalho;4482549343;1;9
14627731;3;Vinícius Gomes;4482549344;1;9
13433743;2;Carlos Cardoso;4482549345;1;9
14625271;2;Pedro Alves;4482549346;1;9
15084502;1;Yasmin Almeida;4482549347;1;9
13805254;2;Larissa Barros;4482549348;1;9
13083548;2;Julia Dias;4482549349;1;9
11652922;2;Livia Cunha;4482549350;1;9
14436588;1;Danilo Almeida;4482549351;1;9
14339733;1;Pedro Correia;4482549352;1;9
15292287;1;Gabrielle Ferreira;4482549353;1;9
14052815;2;Laura Lima;4482549354;1;9
14668982;2;Vitória Araujo;4482549355;1;9
15070915;1;Giovana Correia;4482549356;1;9
14913651;2;Bruno Carvalho;4482549357;1;9
14933964;1;Melissa Melo;4482549358;1;9
14481204;1;Julia Barros;4482549359;1;9
14717458;3;Kauê Martins;4482549360;1;9
14841365;1;Lara Ribeiro;4482549361;1;9
14985154;1;Vitór Ferreira;4482549362;1;9
12847208;2;Anna Dias;4482549363;1;9
11277779;4;Paulo Correia;4482549364;1;9
14542526;1;Nicolas Alves;4482549365;1;9
14593917;2;Danilo Pinto;4482549366;1;9
15074396;1;Júlia Barbosa;4482549367;1;9
11736121;3;Davi Costa;4482549368;1;9
14580815;1;Thaís Cavalcanti;4482549369;0;9
14181945;5;Raissa Goncalves;4482549370;1;9
15117377;1;Alice Carvalho;4482549371;1;9
15210479;1;Paulo Souza;4482549372;1;9
14890222;1;Carolina Goncalves;4482549373;1;9
14890222;2;Caio Pereira;4482549374;0;9
14767370;1;José Dias;4482549375;1;9
15085038;1;Carlos Cardoso;4482549376;1;9
15150287;1;Murilo Pereira;4482549377;1;9
13674569;2;Amanda Alves;4482549378;1;9
14758064;6;Rebeca Santos;4482549379;1;9
14758064;5;Cauã Correia;4482549380;1;9
15184351;1;Renan Costa;4482549381;1;9
15184351;9;Cauã Santos;4482549382;0;9
14668917;1;Vitór Ribeiro;4482549383;1;9
14650634;1;Carolina Melo;4482549384;1;9
14946396;1;Breno Carvalho;4482549385;1;9
13805338;2;Arthur Oliveira;4482549386;1;9
14135347;3;Tiago Fernandes;4482549387;1;9
14710917;2;Melissa Souza;4482549388;1;9
13675657;2;Isabella Rodrigues;4482549389;1;9
14435465;3;Tânia Cunha;4482549390;1;9
14901714;2;Mariana Melo;4482549391;1;9
12569331;4;Diego Souza;4482549392;1;9
14352280;3;Mateus Pereira;4482549393;1;9
14650584;1;Giovana Pereira;4482549394;1;9
14422026;4;Ryan Almeida;4482549395;1;9
14758577;3;Kauã Pinto;4482549396;1;9
14466379;3;Yasmin Sousa;4482549397;1;9
14466379;2;Joao Azevedo;4482549398;1;9
15152440;1;Nicole Cardoso;4482549399;1;9
12997391;4;Brenda Fernandes;4482549400;1;9
14616262;2;Bruno Silva;4482549401;1;9
15146756;1;Raissa Rocha;4482549402;1;9
15085335;1;Victor Cavalcanti;4482549403;1;9
14581623;2;Luan Barros;4482549404;1;9
15192297;1;Guilherme Silva;4482549405;1;9
11135712;2;Renan Silva;4482549406;1;9
14896914;2;Eduarda Ferreira;4482549407;1;9
14615611;2;Leonor Ferreira;4482549408;1;9
14881825;4;Mariana Barbosa;4482549409;1;9
12142386;5;Eduarda Azevedo;4482549410;1;9
12142386;4;Douglas Souza;4482549411;1;9
9467929;6;Nicolas Castro;4482549412;1;9
15069073;1;Marcos Martins;4482549413;1;9
14701759;1;Matheus Oliveira;4482549414;1;9
11879467;3;Giovana Rodrigues;4482549415;1;9
13860028;5;Felipe Costa;4482549416;1;9
14944912;2;Sarah Rocha;4482549417;1;9
14944912;1;Miguel Silva;4482549418;1;9
13803432;3;Letícia Dias;4482549419;1;9
13238522;2;Pedro Ribeiro;4482549420;1;9
14999965;1;Luana Silva;4482549421;1;9
12149639;3;Tiago Sousa;4482549422;1;9
50370;2;Sofia Azevedo;4482549423;0;9
14661896;1;Ryan Souza;4482549424;1;9
14914634;1;Enzo Azevedo;4482549425;1;9
14499644;5;Lavinia Barros;4482549426;1;9
14581672;2;Rafael Goncalves;4482549427;1;9
15271430;1;Eduardo Barros;4482549428;1;9
15238116;1;Júlia Ferreira;4482549429;1;9
14954259;2;Victor Fernandes;4482549430;1;9
14760904;2;Cauã Martins;4482549431;1;9
90018035;0;Paulo Goncalves;4482549432;0;9
14934020;1;Júlio Barbosa;4482549433;1;9
15084205;1;Rafaela Costa;4482549434;1;9
13697735;2;Raissa Lima;4482549435;1;9
14155014;6;Ryan Ferreira;4482549436;1;9
14155014;5;Lara Gomes;4482549437;1;9
14930457;3;Matheus Melo;4482549438;1;9
14930457;1;Victor Rocha;4482549439;1;10
12392783;2;Guilherme Alves;4482549440;1;10
14823371;3;Amanda Oliveira;4482549441;1;10
14823371;2;Kaua Ribeiro;4482549442;1;10
14951677;2;Victor Pereira;4482549443;1;10
14035869;4;Anna Pereira;4482549444;1;10
15125099;1;Vitória Carvalho;4482549445;1;10
14882237;1;Kauã Silva;4482549446;1;10
14542609;3;Sarah Correia;4482549447;1;10
14542609;4;Erick Rodrigues;4482549448;1;10
14542823;1;Diogo Pereira;4482549449;1;10
15160765;1;Laura Azevedo;4482549450;1;10
15118979;1;Sophia Ribeiro;4482549451;1;10
14774491;1;Gabriela Dias;4482549452;1;10
10378073;3;Leila Silva;4482549453;1;10
15275316;1;Vitória Fernandes;4482549454;1;10
14627665;4;Luis Carvalho;4482549455;1;10
14903967;2;Lucas Fernandes;4482549456;1;10
14724835;1;André Pereira;4482549457;1;10
14880876;1;Sofia Almeida;4482549458;1;10
14905103;1;Vinícius Rocha;4482549459;1;10
13134234;2;Emilly Costa;4482549460;1;10
10905669;4;Beatriz Ribeiro;4482549461;1;10
10897023;2;Lavinia Martins;4482549462;1;10
13372818;3;Paulo Dias;4482549463;1;10
14052997;2;Vinicius Barbosa;4482549464;1;10
14710958;2;Sarah Rocha;4482549465;1;10
10967776;5;Breno Barbosa;4482549466;1;10
15070519;1;Vitor Almeida;4482549467;1;10
15322688;1;Diego Dias;4482549468;1;10
15288657;2;Murilo Dias;4482549469;1;10
15288657;1;Isabelle Almeida;4482549470;1;10
15150337;1;Lara Costa;4482549471;1;10
14246946;2;Mariana Melo;4482549472;1;10
14904544;2;Clara Ribeiro;4482549473;1;10
13398813;2;Beatrice Oliveira;4482549474;1;10
11974441;2;Guilherme Araujo;4482549475;1;10
11081072;2;Alex Silva;4482549476;1;10
12017141;3;Lavinia Dias;4482549477;1;10
13376462;2;Brenda Azevedo;4482549478;1;10
14052252;2;Lara Sousa;4482549479;1;10
10879674;4;Vitória Lima;4482549480;1;10
14896880;1;Samuel Castro;4482549481;1;10
13826383;3;Beatriz Santos;4482549482;1;10
14892954;1;Kauan Lima;4482549483;1;10
13199195;2;André Sousa;4482549484;1;10
10864908;2;Thaís Fernandes;4482549485;1;10
11593308;5;Bruno Oliveira;4482549486;1;10
14542666;1;Tomás Dias;4482549487;1;10
15074339;1;Tomás Rocha;4482549488;1;10
14661680;3;Manuela Pereira;4482549489;1;10
14889729;2;Carla Pereira;4482549490;1;10
13802525;2;Nicolas Dias;4482549491;1;10
12563375;2;Evelyn Martins;4482549492;1;10
13802111;3;Gabriel Rodrigues;4482549493;1;10
14161301;1;Leonardo Rodrigues;4482549494;0;10
3832979;2;Eduarda Oliveira;4482549495;1;10
13802129;2;Isabelle Ribeiro;4482549496;1;10
14910244;1;Thiago Souza;4482549497;1;10
15072804;1;José Ribeiro;4482549498;1;10
12111142;4;Samuel Araujo;4482549499;1;10
12890471;2;Aline Correia;4482549500;1;10
14542674;2;Sofia Melo;4482549501;1;10
14668826;1;Alice Souza;4482549502;1;10
14903819;2;Luiz Cunha;4482549503;1;10
12569364;5;Kai Martins;4482549504;1;10
14581706;2;Gustavo Costa;4482549505;1;10
10877371;3;Lucas Pereira;4482549506;1;10
15158132;1;Vitória Castro;4482549507;1;10
11876067;5;Leila Oliveira;4482549508;1;10
14052302;2;Manuela Carvalho;4482549509;1;10
14758569;3;Laura Alves;4482549510;1;10
10901346;3;Lucas Oliveira;4482549511;1;10
14627707;1;Victor Sousa;4482549512;1;10
11266970;3;Antônio Rocha;4482549513;1;10
14834451;1;Emilly Pereira;4482549514;1;10
14436653;1;Martim Ribeiro;4482549515;1;10
14834436;2;Samuel Martins;4482549516;1;10
14834436;1;Letícia Azevedo;4482549517;1;10
12046074;4;Maria Pinto;4482549518;1;10
14662969;1;Igor Pinto;4482549519;1;10
14929418;1;Kauê Costa;4482549520;1;10
14616122;2;Melissa Oliveira;4482549521;1;10
15288947;1;Douglas Araujo;4482549522;1;10
15070485;1;Breno Melo;4482549523;1;10
15147291;1;Ryan Cardoso;4482549524;1;10
15049224;1;Matheus Oliveira;4482549525;1;10
15189996;1;Rebeca Oliveira;4482549526;1;10
15137425;1;Kauan Carvalho;4482549527;1;10
15077043;1;Nicolash Correia;4482549528;1;10
14880595;1;Pedro Araujo;4482549529;1;10
14880587;1;Isabela Azevedo;4482549530;1;10
15067739;1;Danilo Almeida;4482549531;1;10
12124715;5;Giovanna Cavalcanti;4482549532;1;10
12992103;3;Paulo Costa;4482549533;0;10
15088495;1;Gustavo Pinto;4482549534;1;10
12733648;3;Bruno Carvalho;4482549535;1;10
14928915;1;Giovana Costa;4482549536;1;10
14879332;1;Maria Ferreira;4482549537;1;10
14882658;2;Gabriel Oliveira;4482549538;1;10
14422315;4;Douglas Rocha;4482549539;1;10
11219292;3;Rodrigo Melo;4482549540;1;10
14661946;1;Lavinia Almeida;4482549541;1;10
13078597;2;Arthur Castro;4482549542;1;10
14913149;1;Eduardo Gomes;4482549543;1;10
14625321;2;Nicolas Ribeiro;4482549544;1;10
15115215;1;Rafael Pinto;4482549545;1;10
14904163;2;Bruno Rocha;4482549546;1;10
14639868;2;Maria Fernandes;4482549547;0;10
15085780;1;Estevan Barbosa;4482549548;1;10
14594444;1;Nicolas Castro;4482549549;1;10
14909345;5;Ana Rocha;4482549550;1;10
14542716;2;Pedro Santos;4482549551;1;10
14594337;1;Rebeca Pereira;4482549552;1;10
15122120;1;Joao Ribeiro;4482549553;1;10
13696786;3;Luan Fernandes;4482549554;1;10
15122161;2;Bianca Cunha;4482549555;0;10
15122161;1;Nicolash Goncalves;4482549556;1;10
15095169;1;Leonardo Santos;4482549557;1;10
14639975;2;Joao Ferreira;4482549558;1;10
15193295;1;Sarah Cunha;4482549559;1;10
11963741;2;Manuela Martins;4482549560;1;10
14944920;2;Luis Ferreira;4482549561;1;10
14944920;1;Clara Alves;4482549562;1;10
15118763;1;Beatriz Cavalcanti;4482549563;1;10
13059050;2;Pedro Rodrigues;4482549564;1;10
13012125;4;Matilde Rocha;4482549565;1;10
13955349;2;Nicolas Alves;4482549566;1;10
14052088;2;Lara Cardoso;4482549567;1;10
15181357;2;Estevan Rocha;4482549568;1;10
10900439;4;Luis Cunha;4482549569;1;10
10898930;5;Manuela Cunha;4482549570;0;10
15067705;1;Melissa Pereira;4482549571;1;10
12077079;2;Eduarda Rocha;4482549572;1;10
15101975;1;Rafael Barros;4482549573;1;10
14680342;3;Alice Souza;4482549574;1;10
15076755;1;Letícia Azevedo;4482549575;1;10
12052361;3;Lucas Carvalho;4482549576;1;10
14900385;2;Fábio Pinto;4482549577;1;10
14946586;1;Ryan Correia;4482549578;1;10
14627822;1;Rafaela Araujo;4482549579;1;10
6642292;5;Isabela Carvalho;4482549580;1;10
14594212;2;Ryan Pereira;4482549581;1;10
11229317;5;André Fernandes;4482549582;1;10
15289424;1;Julieta Silva;4482549583;1;10
15317571;1;Lucas Cardoso;4482549584;1;10
14888465;4;Murilo Oliveira;4482549585;1;10
15081961;1;Bruno Silva;4482549586;1;10
12046157;2;Igor Ribeiro;4482549587;1;10
14436679;1;Igor Ferreira;4482549588;1;10
13027883;2;Alex Cardoso;4482549589;1;10
13983069;4;Isabella Pinto;4482549590;1;10
14946594;2;José Barros;4482549591;1;10
11309515;3;Júlio Rocha;4482549592;1;10
13744842;3;Mateus Barbosa;4482549593;1;10
14915136;2;Carolina Castro;4482549594;1;10
10400984;2;Isabella Araujo;4482549595;1;10
14570329;2;Isabela Lima;4482549596;1;10
13865142;2;Livia Barros;4482549597;1;10
14615777;2;Antônio Dias;4482549598;1;10
15289135;1;Thaís Pinto;4482549599;1;10
13850334;2;Rafael Cardoso;4482549600;1;10
14912802;1;Emily Correia;4482549601;1;10
14053631;2;Tiago Ribeiro;4482549602;1;10
11527173;3;Beatriz Carvalho;4482549603;1;10
13802772;3;Leila Gomes;4482549604;1;10
15085491;1;Rafael Goncalves;4482549605;1;10
13696935;2;Nicolas Cunha;4482549606;1;10
15289549;1;Danilo Oliveira;4482549607;1;10
15068430;1;Paulo Rodrigues;4482549608;1;10
10865525;3;Leila Ribeiro;4482549609;1;10
14919070;1;Leila Martins;4482549610;1;10
13681697;2;Matheus Ferreira;4482549611;1;10
14594550;2;Gabrielly Ribeiro;4482549612;1;10
11593324;2;Felipe Dias;4482549613;1;10
10393502;3;Livia Araujo;4482549614;1;10
14882781;1;Rebeca Barros;4482549615;1;10
13071063;3;Otávio Martins;4482549616;1;10
14914816;2;João Gomes;4482549617;1;10
14958862;2;Thaís Goncalves;4482549618;1;10
14340277;3;Melissa Rodrigues;4482549619;1;10
10918506;9;Marina Goncalves;4482549620;0;10
12186508;4;Bianca Oliveira;4482549621;1;10
